genre,genre_autre,age,diplome,diplome_autre,situation_professionnelle,csp,compo_menage,compo_menage_autre,nb_pers_menage,nb_enfants_menage,nb_enfants_menage_14,date_der_dep_vtc,der_dep_vtc_agglo_res_on,agglo_der_dep,agglo_der_dep_autre,app_der_dep_vtc_on,app_der_dep_vtc,app_der_dep_vtc_autre,prix_estime_trajet_vtc_20min,avis_prix_estime_trajet_vtc_20min,prix_estime_trajet_taxi_20min,avis_prix_estime_trajet_taxi_20min,nb_voitures,nb_voitures_hybride_ou_elec,nb_2rm,nb_velo_meca,nb_velo_elec,nb_trot_meca,nb_trot_elec,permis_conduire_1,permis_conduire_2,temps_marche_bus,temps_marche_tram,temps_marche_metro,temps_marche_gare,abo_tc,velo_trott_lld,vtc_dispo,taxi_dispo,freq_marche,freq_vp_cond,freq_vp_passager,freq_voit_loc,freq_drm_perso,freq_drm_partage,freq_velo_perso,freq_velo_partage,freq_trott_partage,freq_tc,freq_taxi,freq_vtc,freq_maas,motif_der_dep_vtc,motif_der_dep_vtc_autre,prix_der_dep_vtc,duree_der_dep_vtc,quels_modes_de_transport_avez-vous_utili1,quels_modes_de_transport_avez-vous_utili2,quels_modes_de_transport_avez-vous_utili3,quels_modes_de_transport_avez-vous_autre,renoncement_der_dep_vtc,report_modal_der_dep_vtc,report_modal_der_dep_vtc_autre,raison_vtc_der_dep_vtc1,raison_vtc_der_dep_vtc2,raison_vtc_der_dep_vtc3,raison_vtc_der_dep_vtc_autre,raison_non_usage_vtc1,raison_non_usage_vtc2,raison_non_usage_vtc3,raison_non_usage_vtc_autre,raison_non_usage_vtc_depuis_der_dep1,raison_non_usage_vtc_depuis_der_dep2,raison_non_usage_vtc_depuis_der_dep3,raison_non_usage_vtc_depuis_der_de_autre,mauvaise_exp1,mauvaise_exp2,mauvaise_exp3,mauvaise_exp_autre,trajet_domtrav_dometudes,accompagnement_proche,visite_proche,dep_pro,loisir,aeroport,gare_ou_tc,voyage_mode_principal,courses_ou_achats,courses_conventionnees,demarches_admin,raisons_usagevtc_potentiel1,raisons_usagevtc_potentiel2,raisons_usagevtc_potentiel3,raisons_usagevtc_potentiel_autre,services_vtc_potentiels1,services_vtc_potentiels2,services_vtc_potentiels3,services_vtc_potentiels_autre,date_der_dep_taxi,lieu_der_dep_taxi_jamaisvtc,motif_der_dep_taxi_jamaisvtc,motif_der_dep_taxi_jamaisvtc_autre,prix_der_dep_taxi_jamaisvtc,duree_der_dep_taxi_jamaisvtc,motif_der_dep_taxi_pasvtc_res,motif_der_dep_taxi_pasvtc_res_autre,prix_der_dep_taxi_pasvtc_res,duree_der_dep_taxi_pasvtc_res,future_mobilite_envisagee,future_mobilite_envisagee_autre,demotorisation_potentielle,raison_demoto_circulation,raison_demoto_stationnement,raison_demoto_changement,raison_demoto_moyens_financiers,raison_demoto_panne_ou_trop_vieux,raison_demoto_pref_tc,raison_demoto_pref_velo_ou_marche,raison_demoto_pref_taxi_ou_vtc,raison_demoto_pref_mobilite_partagee,demenagement_potentiel,aire_urbaine_demenagement_potentiel,situation_agglo_demenagement_potentiel,situation_agglo_demenagement_poten_autre,tc_destination_demenagement_potentiel,zfe_on,zfe_adaptation1,zfe_adaptation2,zfe_adaptation3,zfe_adaptation_autre,revenus,cat_csp,cat_age,cat_aire_urbaine,poids_redressement
Une femme,,25,"CAP, BEP",,Sans activité professionnelle,,En couple avec enfant(s),,3.0,1.0,1.0,Je n'en ai jamais utilisé,,,,,,,15,Elevé,30,Très élevé,1,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Non,,Moins de 5 minutes,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Plus de 20 minutes,Non,Non,Je ne sais pas,Je ne sais pas,Moins d'une fois par mois,,1 fois par semaine,,,,,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,,,,,,,,,,,,,,,,Je préfère d'autres moyens de transport,Je n'apprécie pas les marques de VTC,,,,,,,,,,,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Service de meilleur rapport qualité/prix par rapport aux taxis,Service de meilleure qualité par rapport à d'autres moyens de transport,Ça me permet de me déplacer facilement avec des proches,,Transport de personnes à mobilité réduite (PMR) ou en situation de handicap,Déplacement pour raison médicale remboursé par l’assurance maladie,"Aide au déménagement, pour le transport de mes effets personnels",,,,,,,,,,,,Je n'envisage pas de changements particuliers,,Non,,,,,,,,,,Non,,,,,Je ne sais pas,,,,,Je ne souhaite pas répondre,Inactifs et autres (hors retraités),18-29 ans,Aire urbaine de moins de 100 000 habitants,1.049357638
Une femme,,18,Baccalauréat,,Etudiant.e,,Autre,Avec mes parents,4.0,1.0,0.0,Je n'en ai jamais utilisé,,,,,,,15,Elevé,20,Elevé,2,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,3 ou plus,Mon ménage ne possède pas ce type de véhicule,2,1,"Oui, permis B",,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Non,Non,Je ne sais pas,Non,Moins d'une fois par mois,Tous les jours ou presque,1 fois par semaine,Jamais,,,Moins d'une fois par mois,Jamais,Jamais,Tous les jours ou presque,Jamais,Jamais,2 à 3 fois par semaine,,,,,,,,,,,,,,,,Je ne connais pas ce service,Je préfère d'autres moyens de transport,Le service n’est pas disponible dans les lieux que je fréquente ou que j'ai fréquentés,,,,,,,,,,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Service de meilleur rapport qualité/prix par rapport aux taxis,,,,Déplacement pour raison médicale remboursé par l’assurance maladie,Acceptation des animaux à bord,Transport de personnes à mobilité réduite (PMR) ou en situation de handicap,,,,,,,,,,,,Je n'envisage pas de changements particuliers,,Non,,,,,,,,,,Non,,,,,Je ne sais pas,,,,,Je ne souhaite pas répondre,Inactifs et autres (hors retraités),18-29 ans,Aire urbaine entre 100 000 et 200 000 habitants,0.809903998
Un homme,,59,Baccalauréat,,Actif.ve à temps plein (+32 h / semaine),Employé.e,En couple avec enfant(s),,3.0,1.0,1.0,Je n'en ai jamais utilisé,,,,,,,30,Très élevé,50,Très élevé,2,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,3 ou plus,Mon ménage ne possède pas ce type de véhicule,1,Mon ménage ne possède pas ce type de véhicule,"Oui, permis B",,Moins de 5 minutes,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Entre 15 et 20 minutes,Non,Non,Non,Oui,Tous les jours ou presque,Tous les jours ou presque,Jamais,Jamais,,,1 fois par mois,Jamais,Jamais,Jamais,Jamais,Jamais,1 fois par semaine,,,,,,,,,,,,,,,,Autre,,,Il n'y en pas ici.,,,,,,,,,Exceptionnellement,Exceptionnellement,Jamais,Jamais,Exceptionnellement,Souvent,A chaque fois,Exceptionnellement,Exceptionnellement,Exceptionnellement,Jamais,Service de meilleure qualité par rapport à d'autres moyens de transport,Si aucune autre offre de transport n'est disponible seulement,Service de meilleur rapport qualité/prix par rapport aux taxis,,Déplacement pour raison médicale remboursé par l’assurance maladie,"Aide au déménagement, pour le transport de mes effets personnels",Embarquement d’un vélo ou d’un autre équipement encombrant,,,,,,,,,,,,Je me déplacerai moins,,Oui,Pas d'accord du tout,Pas d'accord du tout,Pas d'accord du tout,Pas d'accord du tout,Tout à fait d'accord,Plutôt pas d'accord,Pas d'accord du tout,Pas d'accord du tout,Pas d'accord du tout,Oui,Hors aire urbaine (zones rurales),,,Moins bien desservie,Non,,,,,De 10 000 € à 11 000 €,Employé.e,50-59 ans,Aire urbaine de moins de 100 000 habitants,1.125625414
Une femme,,31,Sans diplôme,,Actif.ve à temps plein (+32 h / semaine),Ouvrier.ère,Seul.e avec enfant(s),,3.0,2.0,2.0,Je n'en ai jamais utilisé,,,,,,,15,Elevé,39,Très élevé,1,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,1,1,"Oui, permis B",,Moins de 5 minutes,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Plus de 20 minutes,Oui,Non,Je ne sais pas,Je ne sais pas,2 à 3 fois par semaine,Tous les jours ou presque,Jamais,Jamais,,,,Jamais,2 à 3 fois par semaine,Jamais,Jamais,Jamais,Jamais,,,,,,,,,,,,,,,,Je préfère d'autres moyens de transport,,,,,,,,,,,,Jamais,Jamais,Jamais,Jamais,Jamais,Souvent,Jamais,Jamais,Jamais,Jamais,Jamais,Si aucune autre offre de transport n'est disponible seulement,,,,Equipement en sièges pour enfants,,,,,,,,,,,,,,J'utiliserai davantage le vélo ou marcherai plus,,Non,,,,,,,,,,Oui,Aire urbaine de 100 000 à 200 000 habitants,Dans la ville-centre d'une agglomération,,Moins bien desservie,Je ne sais pas,,,,,De 2 000 € à 3 000 €,Ouvrier.ère,30-39 ans,Aire urbaine de Paris,0.87653013
Un homme,,57,Sans diplôme,,Actif.ve en recherche d'emploi,Employé.e,En couple sans enfant,,,,,Je n'en ai jamais utilisé,,,,,,,15,Adéquat,40,Elevé,1,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,2,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,"Oui, permis B",,Entre 5 et 10 minutes,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Entre 5 et 10 minutes,Non,Non,Je ne sais pas,Oui,Tous les jours ou presque,1 fois par semaine,Jamais,Jamais,,,2 à 3 fois par mois,Jamais,Jamais,Jamais,Jamais,Jamais,Moins d'une fois par mois,,,,,,,,,,,,,,,,Le service n’est pas disponible dans les lieux que je fréquente ou que j'ai fréquentés,,,,,,,,,,,,Jamais,Exceptionnellement,Jamais,Exceptionnellement,Jamais,Exceptionnellement,Jamais,Jamais,Jamais,Exceptionnellement,Jamais,Si aucune autre offre de transport n'est disponible seulement,,,,Aucun service supplémentaire,,,,,,,,,,,,,,Je n'envisage pas de changements particuliers,,Non,,,,,,,,,,Je ne sais pas,Aire urbaine de moins de 100 000 habitants,En zone périurbaine d'une agglomération,,Je ne sais pas,Non,,,,,De 1 000 € à 2 000 €,En recherche d'emploi,50-59 ans,Aire urbaine de moins de 100 000 habitants,0.429854159
Une femme,,25,Sans diplôme,,Actif.ve à temps plein (+32 h / semaine),Employé.e,Autre,Mère et soeur,3.0,1.0,1.0,Il y a plus de 12 mois,Oui,,,Oui,Uber,,30,Elevé,30,Elevé,2,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,1,Mon ménage ne possède pas ce type de véhicule,1,Mon ménage ne possède pas ce type de véhicule,"Oui, permis B",,Moins de 5 minutes,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Moins de 5 minutes,Non,Non,Je ne sais pas,Je ne sais pas,Moins d'une fois par mois,Tous les jours ou presque,Moins d'une fois par mois,Jamais,,,Jamais,Jamais,Jamais,Moins d'une fois par mois,Jamais,Jamais,1 fois par semaine,Je ne sais plus,,Entre 30 et 35 €,Plus de 30 minutes,Aucun,,,,Oui,"Les transports en commun (métro, tram, bus, RER, TER)",,"C'était plus sécurisant (agressions, vols, etc.)","C'était plus sûr (pour arriver à l'heure, pour arriver sans me perdre...)",C'était plus rapide,,,,,,Le service est trop cher,,,,,,,,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Si aucune autre offre de transport n'est disponible seulement,,,,Aucun service supplémentaire,,,,,,,,,,,,,,J'utiliserai davantage une voiture ou un deux-roues motorisé personnel(le),,Non,,,,,,,,,,Non,,,,,Oui,Autre,,,Je ne sais pas,De 3 000 à 4 000 €,Employé.e,18-29 ans,Aire urbaine de Paris,0.926588353
Un homme,,27,"Bac +2 (BTS, DUT)",,Etudiant.e,,En colocation,,2.0,1.0,1.0,Il y a plus de 12 mois,Oui,,,Oui,Uber,,5,Elevé,4,Adéquat,1,1,2,2,2,1,1,"Oui, permis B",,Entre 5 et 10 minutes,Entre 10 et 15 minutes,Entre 10 et 15 minutes,Entre 5 et 10 minutes,Oui,Oui,"Oui, tout le temps",Oui,2 à 3 fois par semaine,Tous les jours ou presque,Tous les jours ou presque,2 à 3 fois par mois,,,2 à 3 fois par semaine,2 à 3 fois par semaine,Tous les jours ou presque,1 fois par semaine,Tous les jours ou presque,1 fois par semaine,2 à 3 fois par semaine,Faire des courses ou des achats,,Entre 15 et 20 €,Entre 15 et 20 minutes,"Un(e) voiture, moto ou scooter personnel(le)","Les transports en commun (métro, tram, bus, RER)",L'avion,,Oui,Une voiture personnelle,,"C’était plus pratique (j’avais des bagages, …)",C'était moins cher,"C'était plus sécurisant (agressions, vols, etc.)",,,,,,J'ai eu une mauvaise expérience,Le service n’est pas disponible dans les lieux que je fréquente ou que j'ai fréquentés,Je préfère le taxi,,Le chauffeur n'est jamais arrivé ou il est arrivé trop tard,Le chauffeur a eu un comportement inapproprié avec moi ou avec les autres passagers,Je ne me suis pas senti.e en sécurité pendant la course,,Souvent,Souvent,Souvent,A chaque fois,Exceptionnellement,Exceptionnellement,A chaque fois,Souvent,Souvent,A chaque fois,A chaque fois,Ça me permet de me déplacer avec mon animal de compagnie,Ça me permet de me déplacer facilement avec des proches,Service de meilleure qualité par rapport à d'autres moyens de transport,,Equipement en sièges pour enfants,Acceptation des animaux à bord,Embarquement d’un vélo ou d’un autre équipement encombrant,,Il y a moins de 12 mois,,,,,,Déplacement professionnel,,Entre 10 et 15 €,Moins de 10 minutes,J'utiliserai davantage une voiture ou un deux-roues motorisé personnel(le),,Oui,Pas d'accord du tout,Plutôt pas d'accord,Pas d'accord du tout,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Tout à fait d'accord,Ne se prononce pas,Plutôt pas d'accord,Oui,Aire urbaine de plus de 200 000 habitants (hors aire urbaine de Paris),En première couronne d'une agglomération,,Mieux desservie,Oui,J’utiliserai davantage les services de taxi,J'adapterai mon ou mes véhicule(s) ou en changerai,J’adapterai mes horaires de déplacement,,De 2 000 € à 3 000 €,Inactifs et autres (hors retraités),18-29 ans,Aire urbaine de plus de 200 000 habitants (hors Paris),1.209308277
Une femme,,22,"Bac +2 (BTS, DUT)",,Etudiant.e,,Autre,famille,4.0,0.0,0.0,Je n'en ai jamais utilisé,,,,,,,0,Adéquat,0,Adéquat,1,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,2,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Non,,Moins de 5 minutes,Il n'en existe pas à proximité de mon domicile,Entre 5 et 10 minutes,Entre 10 et 15 minutes,Oui,Non,"Oui, tout le temps",Oui,2 à 3 fois par mois,,2 à 3 fois par mois,,,,Jamais,Jamais,Jamais,Tous les jours ou presque,Moins d'une fois par mois,Moins d'une fois par mois,2 à 3 fois par semaine,,,,,,,,,,,,,,,,Je préfère d'autres moyens de transport,Je préfère le taxi,,,,,,,,,,,A chaque fois,Exceptionnellement,Souvent,Exceptionnellement,Souvent,Souvent,Souvent,Souvent,Souvent,Souvent,Jamais,Ça me permet de me déplacer facilement avec des proches,Si aucune autre offre de transport n'est disponible seulement,,,Aucun service supplémentaire,,,,Il y a moins de 12 mois,Dans mon agglomération de résidence,"Faire une sortie de loisir ou culturelle (restaurant, boîte de nuit, complexe sportif, musée, plage…)",sortir en boite,Je ne sais plus,Je ne sais plus,,,,,Je n'envisage pas de changements particuliers,,Non,,,,,,,,,,Non,,,,,Oui,Je ne serai pas concerné par les restrictions,,,,Je ne souhaite pas répondre,Inactifs et autres (hors retraités),18-29 ans,Aire urbaine de Paris,1.046426634
Un homme,,66,"CAP, BEP",,Actif.ve à temps plein (+32 h / semaine),Ouvrier.ère,En couple avec enfant(s),,5.0,3.0,1.0,Je n'en ai jamais utilisé,,,,,,,60,Très élevé,50,Très élevé,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,1,2,2,1,3 ou plus,"Oui, permis A (motos et scooters)","Oui, permis B",Moins de 5 minutes,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Moins de 5 minutes,Non,Non,Je ne sais pas,Oui,Tous les jours ou presque,,Jamais,Jamais,2 à 3 fois par semaine,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Moins d'une fois par mois,,,,,,,,,,,,,,,,Je n'apprécie pas les marques de VTC,,,,,,,,,,,,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Si aucune autre offre de transport n'est disponible seulement,,,,Aucun service supplémentaire,"Aide au déménagement, pour le transport de mes effets personnels",Equipement en sièges pour enfants,,,,,,,,,,,,J'utiliserai davantage une voiture ou un deux-roues motorisé personnel(le),,Non,,,,,,,,,,Non,,,,,Non,,,,,De 3 000 à 4 000 €,Ouvrier.ère,60 ans et plus,Aire urbaine de moins de 100 000 habitants,2.240153789
Une femme,,19,Baccalauréat,,Etudiant.e,,Autre,Chez les parents,2.0,0.0,0.0,Je n'en ai jamais utilisé,,,,,,,30,Elevé,20,Elevé,1,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,1,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Non,,Moins de 5 minutes,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Entre 10 et 15 minutes,Oui,Non,Je ne sais pas,Je ne sais pas,Tous les jours ou presque,,2 à 3 fois par semaine,,,,Jamais,Jamais,Jamais,Tous les jours ou presque,Jamais,Jamais,Tous les jours ou presque,,,,,,,,,,,,,,,,Le service est trop cher,Je préfère d'autres moyens de transport,,,,,,,,,,,Exceptionnellement,Exceptionnellement,Jamais,Exceptionnellement,Jamais,Exceptionnellement,Exceptionnellement,Jamais,Jamais,Exceptionnellement,Jamais,Service de meilleur rapport qualité/prix par rapport aux taxis,Si aucune autre offre de transport n'est disponible seulement,,,Déplacement pour raison médicale remboursé par l’assurance maladie,Transport de personnes à mobilité réduite (PMR) ou en situation de handicap,"Aide au déménagement, pour le transport de mes effets personnels",,,,,,,,,,,,J'utiliserai davantage une voiture ou un deux-roues motorisé personnel(le),,Non,,,,,,,,,,Oui,Aire urbaine de 100 000 à 200 000 habitants,Dans la ville-centre d'une agglomération,,Aussi bien desservie,Non,,,,,De 2 000 € à 3 000 €,Inactifs et autres (hors retraités),18-29 ans,Aire urbaine de Paris,1.046426634
Un homme,,80,Supérieur à Bac + 5,,Retraité.e,,En couple avec enfant(s),,2.0,0.0,0.0,Je n'en ai jamais utilisé,,,,,,,50,Adéquat,50,Adéquat,2,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,"Oui, permis B",,Moins de 5 minutes,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Entre 10 et 15 minutes,Non,Non,Je ne sais pas,Oui,Jamais,1 fois par semaine,Tous les jours ou presque,Jamais,,,,Jamais,Jamais,Jamais,2 à 3 fois par mois,Jamais,Jamais,,,,,,,,,,,,,,,,Le service n’est pas disponible dans les lieux que je fréquente ou que j'ai fréquentés,Je préfère le taxi,Je n'apprécie pas les marques de VTC,,,,,,,,,,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Si aucune autre offre de transport n'est disponible seulement,Ça me permet de me déplacer plus facilement en tant que personne à mobilité réduite,Service de meilleure qualité par rapport à d'autres moyens de transport,,Transport de personnes à mobilité réduite (PMR) ou en situation de handicap,Déplacement pour raison médicale remboursé par l’assurance maladie,Aucun service supplémentaire,,Il y a plus de 12 mois,Dans mon agglomération de résidence,"Accéder à des services (médicaux, administratifs...)",,Entre 15 et 20 €,Entre 10 et 15 minutes,,,,,Je me déplacerai moins,,Oui,Tout à fait d'accord,Plutôt d'accord,Ne se prononce pas,Ne se prononce pas,Ne se prononce pas,Ne se prononce pas,Ne se prononce pas,Ne se prononce pas,Ne se prononce pas,Non,,,,,Non,,,,,Plus de 12 000 €,Retraités,60 ans et plus,Aire urbaine de moins de 100 000 habitants,1.127874336
Un homme,,23,Bac + 5 (Master),,Etudiant.e,,Autre,parents,4.0,0.0,0.0,Je n'en ai jamais utilisé,,,,,,,50,Elevé,40,Elevé,1,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,"Oui, permis B",,Entre 5 et 10 minutes,Entre 5 et 10 minutes,Il n'en existe pas à proximité de mon domicile,Entre 10 et 15 minutes,Oui,Non,Je ne sais pas,Non,2 à 3 fois par semaine,2 à 3 fois par semaine,1 fois par semaine,Jamais,,,,Jamais,Jamais,Jamais,Jamais,Jamais,2 à 3 fois par semaine,,,,,,,,,,,,,,,,C'est trop compliqué à utiliser,Le service n’est pas disponible dans les lieux que je fréquente ou que j'ai fréquentés,,,,,,,,,,,Jamais,Jamais,Exceptionnellement,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Si aucune autre offre de transport n'est disponible seulement,Ça me permet de me déplacer plus facilement en tant que personne à mobilité réduite,Ça me permet de me déplacer facilement avec des proches,,Aucun service supplémentaire,Transport de personnes à mobilité réduite (PMR) ou en situation de handicap,"Aide au déménagement, pour le transport de mes effets personnels",,,,,,,,,,,,Je me déplacerai moins,,Je ne sais pas,Plutôt d'accord,Plutôt d'accord,Ne se prononce pas,Ne se prononce pas,Plutôt d'accord,Plutôt d'accord,Plutôt d'accord,Ne se prononce pas,Ne se prononce pas,Je ne sais pas,Aire urbaine de Paris,Dans la ville-centre d'une agglomération,,Aussi bien desservie,Je ne sais pas,,,,,De 1 000 € à 2 000 €,Inactifs et autres (hors retraités),18-29 ans,Aire urbaine de Paris,1.239916299
Une femme,,18,Baccalauréat,,Etudiant.e,,Autre,EN FAMILLE,4.0,1.0,0.0,Je n'en ai jamais utilisé,,,,,,,16,Elevé,18,Très élevé,2,Mon ménage ne possède pas ce type de véhicule,1,3 ou plus,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,"Oui, permis B",,Moins de 5 minutes,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Entre 5 et 10 minutes,Non,Non,Je ne sais pas,Oui,Tous les jours ou presque,1 fois par semaine,2 à 3 fois par semaine,Jamais,,,Jamais,Jamais,Jamais,1 fois par semaine,Jamais,Jamais,2 à 3 fois par mois,,,,,,,,,,,,,,,,Je ne connais pas ce service,,,,,,,,,,,,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Si aucune autre offre de transport n'est disponible seulement,,,,Transport de personnes à mobilité réduite (PMR) ou en situation de handicap,Equipement en sièges pour enfants,Acceptation des animaux à bord,,,,,,,,,,,,J'utiliserai davantage une voiture ou un deux-roues motorisé personnel(le),,Non,,,,,,,,,,Je ne sais pas,Hors aire urbaine (zones rurales),,,Aussi bien desservie,Je ne sais pas,,,,,Je ne souhaite pas répondre,Inactifs et autres (hors retraités),18-29 ans,Aire urbaine de moins de 100 000 habitants,1.049357638
Un homme,,26,"CAP, BEP",,Actif.ve à temps plein (+32 h / semaine),Profession intermédiaire,En couple avec enfant(s),,3.0,1.0,1.0,Il y a moins de 12 mois,Non,Agglomération parisienne,,Oui,Uber,,40,Elevé,30,Adéquat,2,Mon ménage ne possède pas ce type de véhicule,1,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,Mon ménage ne possède pas ce type de véhicule,"Oui, permis B",,Entre 5 et 10 minutes,Il n'en existe pas à proximité de mon domicile,Il n'en existe pas à proximité de mon domicile,Moins de 5 minutes,Non,Non,"Oui, tout le temps",Oui,2 à 3 fois par semaine,Tous les jours ou presque,2 à 3 fois par semaine,1 fois par mois,,,,Jamais,Jamais,1 fois par mois,1 fois par mois,Moins d'une fois par mois,2 à 3 fois par semaine,"Faire une sortie de loisir ou culturelle (restaurant, boîte de nuit, complexe sportif, musée, plage…)",,Entre 30 et 35 €,Entre 10 et 15 minutes,La marche à pied,,,,Oui,Un taxi,,C'était plus rapide,,,,,,,,Le service est trop cher,,,,,,,,Jamais,Souvent,Exceptionnellement,Jamais,Souvent,A chaque fois,A chaque fois,Exceptionnellement,Jamais,Jamais,Jamais,Service de meilleure qualité par rapport à d'autres moyens de transport,Si aucune autre offre de transport n'est disponible seulement,Ça me permet de me déplacer plus facilement en tant que personne à mobilité réduite,,Acceptation des animaux à bord,Déplacement pour raison médicale remboursé par l’assurance maladie,Transport de personnes à mobilité réduite (PMR) ou en situation de handicap,,,,,,,,,,,,J'utiliserai davantage le vélo ou marcherai plus,,Non,,,,,,,,,,Non,,,,,Oui,J’adapterai mes horaires de déplacement,,,,De 7 000 € à 8 000 €,Profession intermédiaire,18-29 ans,Aire urbaine de plus de 200 000 habitants (hors Paris),0.941623172
